Seq,텍스트,이미지
13027,"친정부모님이 사용하실 방으로 TV를 넣을 수 있는 붙박이장을 길게 설계하였습니다. 붙박이장 끝쪽 수납도어를 열면 안쪽에 작은 드레스룸이 있어, 많은 양의 의류를 보관할 수 있습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/07/1675774164645_0.jpg
13027,부부가 사용할 공간으로 안방을 제외한 방 중 가장 큰 방으로 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/07/1675774199957_0.jpg
13027,"작은방 2개는 자녀들이 사용할 공간으로 확장한 후, 붙박이장을 시공하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/07/1675774207977_0.jpg
13027,액자모양의 화이트 타일로 클래식한 느낌을 주는 욕실. 한샘의 카라라화이트 수납으로 클래식한 분위를 더했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/07/1675774219559_0.jpg
13027,액자모양의 화이트 타일로 클래식한 느낌을 주는 욕실. 바닥은 다양한 색상으로 이루어진 테라조 타일 화이트 욕실 프렌치클래식 수납과 거울을 포인트로 사용했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/07/1675774226187_0.jpg
13045,현관중문은 블랙컬러의 한샘 프리미엄 슬라이딩중으로 포인트를 줬습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673780901131_0.jpg
13045,부엌은 이번 현장에서 가장 공을 많이 드린 공간입니다. 벽면은 타일 대신 900*800사이즈의 대형 키친 판넬로 넓고 시원해 보이게 배치했습니다. 고객님이 봐두신 텐바보드가 있어서 부엌 아일랜드 후면은 특별히 고객님 지정해주신 텐바보로 감았습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673782643743_0.jpg
13045,안방은 넉넉하게 65인치 tv 를 설치 할 수 있는 tv장으로 벽체 한 면을 장식 했습니다.^^,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673782739801_0.jpg
13045,안방욕실은 한샘바스  콘크리트D그레이 판넬로 설치했습니다. 고객님께서 세련되고 무게감있는분위기를 너무 좋아해주셨어요^^,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673782905115_0.jpg
13050,"현관 현관은 20평대에 가장 흔히 시공되는 3연동 중문 대신 밀란 폴드윙 중문을 시공했습니다^^ 3연동을 시공하면 현관장 측면이 노출되는 경우가 대부분이죠~ 현관장 측면은 깔끔하게 벽으로 마감하고 앞, 뒤 180도 개폐 가능한 폴드윙 중문을 시공하면 실용적이고 더 깔끔한 연출이 가능합니다.  중문 레일이 노출되거나, 문턱이 생기는게 싫으신 분들에게 추천드려요!",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673804599438_0.jpg
13050,안방 안방은 벽지와 시스템 에어컨 간접 등박스로 포인트를 줬습니다! 벽지는 신한 벽지 70253-7번을 사용했습니다. 밋밋한게 싫으시다면 이런 따스한 톤의 포인트 벽지는 어떠신가요~?,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673804657855_0.jpg
13050,"자녀방 입구에 있는 자녀방입니다. 확장 공사를 진행해 책상공간을 확보했고, 마찬가지로 에어컨 등박스를 활용해 조명 포인트를 줬습니다! 방이 크지 않아서 한샘 매트화이트 침대 빌트인 수납장을 시공했습니다^^ 침대 위에도 수납하기 좋고, 양 옆으로 붙박이장까지 넉넉하게 있으니 커서도 수납걱정이 없고 방도 훨씬 넓게 사용 가능합니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673804669254_0.jpg
13050,"드레스룸 안방 바로 옆에 있는 방을 드레스룸으로 시공했습니다! 차후에 이사는 할 것 같은데 수납장은 필요하고, 붙박이장은 이사 나갈때 이동시공이 번거로울것같고.. 그럴땐 시스템행거만한게 없죠^^ 벽 손상을 걱정하신다면 ㄱ자 구조, 또는 서랍과 함께 시공하면 된답니다!",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673803094815_0.jpg
13050,"거실욕실 600각 타일을 시공한 거실욕실입니다! 욕실 장은 슬라이딩 상부장 대신 플랩장을 시공했습니다^^ 이제는 없으면 섭섭한 간접조명과, 선 나뉘는 것 없이 한통으로 된 플랩장이 있으니 욕실이 더 길고 넓어보입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673803391837_0.jpg
13061,24평형아파트는 대부분 신발장이 한통만 있어서 수납공간 부족한게 단점입니다. 거벽을 거실쪽으로 드려서 설치하면 낮은 신발장 한통 더 설치 할 수 있습니다. ^^ 가벽 위부분은 투명유리를 설치하면 답답해 보이지도 않고 깔끔하고 이쁘죠?^^,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673785734291_0.jpg
13061,안방 침실은 목작업으로 침대해드를 벽면 사이즈에 딱 맞게 설치해서 상부에 간접조명을 설치하면 아늑한 침실공간을 연출 할 수 있습니다 ^^,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673785995613_0.jpg
13061,부엌은 한샘 유로500 페이지 제품입니다. 여성스러운 인테리어를 선호 하시는 분이시라면 강추입니다 !!!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673786077741_0.jpg
13097,"기존 중문이 없는 형태의 현관이였는데요, 깔끔한 프레임의 중문을 설치해  집안 분위기를 첫눈에 결정지어드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673793681860_0.jpg
13097,안방 드레스룸과 이어지던 콘솔부분은 가벽을 세워 거실쪽에서는 하부장으로~안방쪽에서는 드레스룸으로 사용하고록 공간을 완벽히 분리해주었답니다,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673793881852_0.jpg
13097,거실에서 바라본 주방 모습 / 주방바닥은 포쉐린타일로 시공,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/15/1673794460367_0.jpg
13097,창문쪽의 상부장은  답답하지 않은 1단 플랩장 타입으로 계획해주었습니다. 상부장이 작으면 수납할 곳이 부족하지 않냐고요? 상부장이 줄어든 만큼 수납공간을 다른 곳에 여유있게 배치해주었답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673794857326_0.jpg
13097,샤워 후 물이 튀어도 비교적 유지관리가 편하도록 가벽작업,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795234881_0.jpg
13097,캠핑용품이 많은 고객님댁은 대피공간을 활용해 알차게 선반 수납,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795283020_0.jpg
13106,주방입니다. 기존의 'ㄱ'자 구조를 살려 동선의 불편함을 최소화하였습니다. 넉넉한 수납장과 깔끔한 디자인으로 생활용품을 깔끔하게 수납할 수 있도록 도운 모습입니다. 발코니창 앞 공간도 헛으로 쓰지 않게 하부장을 시공하여 작은 홈바로 이용할 수도 있답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673798972826_0.jpg
13107,40평대의 넓은거실공간의 활용이 아까우셨던 고객님의 리즈에 맞게 가벽을 세워 새로운 공간 을 만들어드렸습니다. 부족한 옷장으로 수납의 여유가 필요하신 고객님께서는 드레스룸 설치를 요청하셨고 거실 한쪽에 가벽을 설치하여 독립된 드레스 룸을 만들었습니다. 가벽이 추가되어 협소해진 거실 공간이 답답하게 느껴지지 않도록 상부에 아쿠아 유리로 트렌디한 감각을 살렸습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673801647698_0.jpg
13107,깔끔 모던해진 주방의 변신 ! 주방은 기존의 구조 살려 한샘 수퍼 플랫 그레이&화이트 모델 로 시공하였습니다. 기존에는 창호 위쪽으로 상부장이 없었는데요. 답답함은 해소 됐지만 수납이 부족했었죠! 저희는 창호높이에 맞춰 상부장을 쭉 짜드렸답니다. 상판도 밝은 컬러의 모델로 변경하고 단독후드를 사용하며 멋스러움을 더했습니다. 식기세척기와 인덕션마져 화이트로 일체감을 주니 화사해진 주방이 되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673801534310_0.jpg
13108,아일랜드와 키큰장으로 수납과 동선에 여유를 주어 즐거움을 더했는데요.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673803928597_0.jpg
13112,확장을 통해 거실이 넓어지는 효과를 보았습니다. 커튼박스 및 매입등을 이용하여 조명 작업을 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795836862_0.jpg
13112,시스템 에어콘을 시공하였고 거실TV면은 동화마루 디자인월 그란데  1200*600 타일느낌 입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795852660_0.jpg
13112,입구방 입니다. 시스템 에어콘과 조명으로 디자인 되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795901824_0.jpg
13112,안방도 한샘슬라이딩 붙박이장과  시스템 에어콘이 시공되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673795964937_0.jpg
13112,창동금호어울림 32평 주방입니다. 주방분합창쪽으로 길이를 연장해 키친핏 냉장고를 넣을 수 있도록 설계하였습니다. 왼쪽은 계수대여서  불을 쓰는 공간이 아니여서 설계에 큰 문제가 없었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673796063511_0.jpg
13112,아일랜드 식탁을 원하셔서 자녀들과 식사를 할 수 있는 테이플 형태로 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673796083578_0.jpg
13112,상부장을 최소화 하여 예쁜과 확트인 주방을 설계하였습니다. 주방분합창은 여닫이 불투명 도어를 시공하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673796105900_0.jpg
13112,한샘 유로 매트화이트 & 슈가큐브 상판으로 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673796133900_0.jpg
13127,"현관은 좁은 공간이 아니었지만, 사용감이 오래된 우드 컬러의 현관장과 바닥 타일이 공간을 칙칙하고 좁게 느껴지고 있었습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673799141756_0.jpg
13127,"기존 주방은 오른쪽에 가벽이 있어 시야가 답답한 상태였고, 냉장고장이 뒷베란다 쪽에 멀리 있었습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673799323540_0.jpg
13127,안방에는 부부욕실로 들어가는 공간에 파우더장이 있었고 그 앞에는 시스템장이 설치되어 있었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673799437772_0.jpg
13127,"거실욕실에는 욕조가 설치되어 있었고, 배수는 욕조 옆으로 트렌치 유가 형태였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673799550215_0.jpg
13127,부부욕실은 샤워부스 타입으로 공간 크기는 공용욕실과 비슷한 사이즈였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673799589178_0.jpg
13133,"두 침실 사이에 슬라이딩 중문으로 연결되어 있는 구조입니다. 기존의 3연동 중문을 슬라이딩 원도어 로 깔끔하게 교체했습니다. 올드한 패턴무늬와 벽지의 조합은 방안을 답답하게 해 아이보리컬러로 도배하여 방안을 화사하게 톤업하였습니다. 벽박이장 도어는 필름시공 하여 선정해 화사함을 강조하고, 골드손잡이 로 고급스럽게 마무리 지었습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673806628444_0.jpg
13133,파스텔톤 민트 컬러로 생기있게 연출하고 기존 붙박이장을 필름시공하여 깔끔하게 마무리하였습니다. 은근한 그레이색상의 붙박이장은 방안을 차분하게 만들어주는 역할까지 해내 침실을 자녀분이 쾌적하게 사용하도록 완성되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673806597376_0.jpg
13134,"뷰가 아주 좋은 거실의 모습입니다. 부분리모델링인 만큼 창호와 아트월, 천정은 그대로 살린채 밝고 고급스러운 비앙코무늬의 장판이 시공된 모습입니다. 걸레받이 또한 화이트로 교체하니 더욱 깔끔한 느낌이죠?",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673818134952_0.jpg
13134,"작은방은 조명빼고 새로 시공되었는데요~ 도배,장판으로 깨끗해진 방에 붙박이장을 시공하여 수납을 보충하였답니다. 방 한칸은 드레스룸으로 활용하면 너무 좋겠죠~?",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673818147653_0.jpg
13135,이 점이 마음에 드셨던 고객님께서 바닥만 요청하셨고 세련된 화이트의 벽타일과 도기 및 악세사리는 한샘제품으로 풀 셋팅을 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673819629347_0.jpg
13135,작지 않은 주방에 답답한 일자주방 냉장고 자리가 효율적이지 못해 설계구조가 안타까운 모습이였습니다,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673819623913_0.jpg
13135,"민트색상의 간단한 플랩장을 활용하여 디자인미를 첨가하고 하부장과 후드, 벽타일은 공통으로 깔끔한 화이트컬러를 사용하여 넓어보이면서 평안함이 찾아옵니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673819612122_0.jpg
13153,"방안에 나만의 공간이 하나 더 생긴것만 같은 가벽을 활용한 인테리어 공간을 나누어 책상을 만들고 뒤쪽으로 계단을 만들어 방안에 없던 공간이 하나 더 생긴것만 같은 느낌을 주었는데요, 하나의 공간에 두가지 기능을 더해 공간을 효율적으로 나누어 준 모습입니다. 집이 넓은데 공간 활용성이 떨어진다거나, 집이 좁아서 공간을 효율성 있게 나누어 사용해야 할 때 가벽, 파티션을 세워 활용해보시는것도 좋은 방법이 되겠죠.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673812499792_0.jpg
13153,"각 방은 고객의 특성에 맞게 단정하고 화사한 컬러감의 벽지를 선택해주었습니다. 모든 샤시와 방문, 가구는 인테리어필름 작업을 통해 색감을 바꾸어주었는데, 새것 처럼 깨끗하고 깔끔해졌답니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673812729264_0.jpg
13153,주방가구는 상태가 깨끗했기때문에 상판 대리석만 교체해주었답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673812787376_0.jpg
13153,기존 어두웠던 다이닝공간에 메인등을 추가로 설치하여 밝고 환한 주방공간으로 연출,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673812864153_0.jpg
13166,"거실 거실 발코니를 확장해 넓은 공간으로 탈바꿈 한 거실입니다. 넓으면서 아늑한 거실을 설계하기 위해 우물천장과 3인치 조명을 설계해 깔끔하면서도 아늑하고 넓은 공간의 거실로 설계했습니다. 확장된 한면의 발코니는 가벽을 세운뒤 터닝도어를 설치했습니다. 기존에는 좁을수 있는 공간이 확장을 한뒤 훨씬더 넓어졌고 터닝도어까지 설치해 단열성까지 두마리 토끼를 모두 잡았습니다. TV쪽 거실면은 월플러스를 포인트로 시공해 모던하면서도 고급스러운 느낌을 줬고 거실 바닥 모두 패던이 들어간 한샘 휴장판으로 시공을 해 개성있고 세련된 느낌의 거실로 설계했습니다. *주요시공:발코니확장,월플러스,한샘휴장판,3인치다운라이트",https://qhrenderpic-cos.kujiale.com/r/2023/01/13/L3D186S57ENDP3PQYTYUWJN4YLUF3P3WI888_1920x1080.jpg
13166,"안방 안방은 아늑한 분위기를 낼수 있는 깔끔한 한샘벽지 시공으로 침대와 잘 어울리는 디자인으로 설계해습니다. 아늑한 호텔과 같은 분위기 있는 공간으로 연출하기 위해 3인치 다운라이트를 이용해 공간의 분위기를 연출 했습니다. *주요시공:한샘벽지,3인지다운라이트",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673832365198_0.jpg
13166,자녀방 자녀방은 발코니쪽에 평상형 수납을 설계해 공간의 활용도를 높였습니다. 수납공간과 놀이공간을 함께 평상형 수납을 설계해 수납과 놀이공간을 두가지 모두 할수 있는 공간의 활용도를 높이는 구조 입니다. 작은 면적 내에서 공부와 놀이를 모두 함께 할수 있는 공간입니다 *주요 시공: 한샘 빌트인 수납,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673832612712_0.jpg
13166,드레스룸 수납을 극대화 하기 위해 양면 모두를 한샘 붙박이장 으로 설계했습니다. 깔끔한 신제품 도어 무드 화이트로 설계해 좁아 보이지 않는 공간으로 연출했습니다. 수납을 최대한 할 수 있도록 만들어 공간의 활용도를 높이는 설계를 했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673832721942_0.jpg
13167,거실은 확장작업을 통하여서 훨씬 넓은 거실을 완료하였으며 현관 파티션을 이용하여 현관과 거실를 분리작업을 하였습니다!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673831397694_0.jpg
13167,주방은 깔끔하게 'ㄱ'자 주방을 완성하였으며 키친핏 냉장고장을 이용하였습니다~!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673831434878_0.jpg
13173,[거실] 헤링본무늬의 장판과 벽체에 미가루버와 월플러스를 활용하였습니다. 확장부 아치형게이트로 디자인포인트를 하였습니다. *주요자재* 1. 한샘 월플러스 배수브라이트 / 미가루버 2. 한샘 2.2T 장판 쉐브론 베이지 3. 한샘 3인치 간접등 / 수퍼슬림LED조명,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673834133785_0.jpg
13173,"[주방] 주방은 빌트인 ㄷ자아일랜드형으로 간단한 식사를 가능하게 연출하였으며, 연그레이톤의 한샘 플랫그레이 주방도어로 은은한 그레이톤 분위기를 자아냅니다. *주요자재* 1. 한샘 밀란 플랫화이트 2. 한샘 인덕션3구 3. 한샘 아일랜드의자",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673834145423_0.jpg
13173,"[침실] 다양한 색상의 한샘벽지로 포인트를 주었습니다. 안방과 드레스룸 공간은 빌트인수납, 붙박이장으로 수납공간을 잘 활용하였습니다. *주요자재* 1. 한샘 바흐드레스룸 2. 한샘 무드베이지 수납장 3. 한샘 친환경벽지",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/19/1674109685807_0.jpg
13173,[현관] 플랫화이트 도어와 거울도어1개로 환하고 실용성있는 현관입니다. *주요자재* 1. 한샘 플랫화이트 현관장 2. 한샘 수퍼 3연동중문,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673834416014_0.jpg
13174,"현관 기존 중문이 없던 구조에서 슈퍼슬림 3연동 중문으로 현관만의 공간을 분리 시켜드리고, 플랫화이트의 순백의 느낌으로 현관을 깔끔하게 만들어 드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/17/1673962131066_0.jpg
13174,주방 좁은 주방의 구조이더라도 딱 필요한 것들만 들어갈 수 있게 기존의 ㅡ자 구조에서 ㄱ자 구조로 변경해드렸습니다.,https://qhrenderpicoss.kujiale.com/r/2022/03/04/L3D186S14ENDP47E3OQUWFY24LUF3P3X6888_1920x1080.jpg
13174,안방 고객님께서 자주 입으시는 옷 종류에 맞춰 붙박이장 내부를 구성해드렸습니다.,https://qhrenderpicoss.kujiale.com/r/2022/03/04/L3D121S14ENDP47EXUAUWFLEMLUF3P3XI888_1600x1200.jpg
13174,"주방옆방 자라면서 점점 물건들이 많아지는 자녀분을 위해 자녀방 확장을 진행하였고, 샷시를 단창->이중창으로 교체하며 벽체 단열작업도 충분히 진행해드렸습니다.",https://qhrenderpicoss.kujiale.com/r/2022/03/04/L3D272S14ENDP47EZNQUWFLEKLUF3P3W4888_1280x1280.jpg
13174,"거실안방발코니 기존의 베란다에 지나가는 우수관이 보기 싫다고 하셔서, 고객님 니즈에 맞춰 우수관을 가리면서도 부가적인 수납도 하실 수 있도록 공틀장+선반을 시공해드렸습니다.",https://qhrenderpicoss.kujiale.com/r/2022/03/04/L3D186S14ENDP47EZKAUWFLEMLUF3P3XW888_1920x1080.jpg
13202,"- 중앙오픈형식의 행잉형 현관 장식장으로 갑갑하고 좁은 공간의 넉넉한 수납공간의 함께 확보해드렸고, 개방감을 위해 슬림소프트 3연동 중문의 투명유리를 설계 했습니다. - 아이보리톤의 현관타일과도 잘 어우러지는 깔끔한 디자인의 현관입니다. [주요 자재] 1. 한샘 행잉형 중앙오픈장식장 2. 슬림소프트 3연동 중문",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673843448529_0.jpg
13202,"- 깔끔하게 정돈된 비스포크 빌트인 냉장고와 키큰장, 보조주방 설계로 수납 공간을 확보했고, 서라운딩 없이 시공된 플랩 상부장 설계하여 주방의 갑갑함을 줄였습니다. [주요 자재] 1. 한샘 무드베이지 / 코지우드 2.비스포크 냉장고",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673844546068_0.jpg
13202,"- 아미보리 톤의 타일과 조명 거울, 라이트오크 톤의 상/하부장이 포인트 입니다. [주요 자재] 1. 한샘 바스 2. 한샘 타일",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673844612467_0.jpg
13202,- 아이보리 타일과 격자무늬 포인트 타일이 잘 어우러진 욕실입니다. [주요 자재] 1. 한샘바스 2. 한샘타일,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673844673507_0.jpg
13202,- 바흐화이트 드레스룸과 무드베이지 붙박이장으로 설계된 깔끔한 드레스룸입니다. [주요 자재] 1. 한샘 바흐화이트 시스템장 2. 무드베이지 붙박이장,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673844764270_0.jpg
13203,"중문이 없는 타입이라 가벽을 세우고 중문을 설치하였습니다. 가벽을 천장까지 높이면 답답하게 느끼실 수도 있기 때문에 유리를 넣어 오픈 되면서도 탁 트인 효과를 주었습니다. 화이트 미가루버로 마감하여 세련된 분위기 를 더 해 주었습니다. 벽면에는 한샘 월플러스를 시공하여 고급스러운 느낌 을, 화이트 톤의 벽지와 그레이 톤의 마루로 무게감 있는 공간 을 연출하였습니다.",https://qhrenderpicoss.kujiale.com/r/2023/01/16/L3D552S14ENDP3NTD2YUWI3PYLUF3P3WC888_1024x576.jpg
13203,주방 은 일자 형태 로 조리공간도 충분하면서 수납도 편하게 할 수 있도록 설계해 보았습니다. 컴팩트 상판을 사용하여 요즘 트렌드 에 맞게 한샘 주방도 디자인하실 수 있습니다. 벽면 또한 컴팩트 벽 판넬 을 사용해 보았습니다. 한장 사이즈가 600*800이라 대형 타일을 시공한 것 같은 느낌을 연출할 수 있습니다. 상판과 동일하게 벽 마감이 가능하기 때문에 통일성 있고 깔끔한 디자인 을 원하시는 고객님들께 추천드립니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673842973731_0.jpg
13203,"안방은 모던하고 심플 한 느낌으로, 신혼부부 에게 어울리는 느낌으로 연출하였습니다. 주방 옆방은 서재로, 입구 좌 방은 드레스룸으로 꾸며 보았습니다. 드레스룸은 바흐 화이트 의 오픈형 옷장 으로 자주 입는 옷들을 편하게 입고 걸 수 있도록 하였고, 반대편에 붙박이장 을 설치해 이불 등 수납 을 할 수 있는 공간을 더 늘렸습니다. 도어에 거울 을 달아 옷을 입을 때 불필요한 동선을 없앴습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673842998076_0.jpg
13203,욕실은 두가지 색상의 타일을 사용하여 포인트 를 주었습니다. 은경슬라이딩장을 사용하여 깔끔하면서도 인조대리석 선반을 추가하여 충분한 수납 도 가능하도록 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673843032287_0.jpg
13219,"※ 리모델링 포인트 ① 'ㄱ'자 주방, 키친핏 냉장고장 ② 한샘 창호 교체 ③ 거실 확장 작업 ※ 주요자재 - 바닥재 : 한샘 강마루 - 벽, 천정 : 실크도배 - 중문 : 한샘 3연동 슬라이딩 중문 - 도어 : 한샘 ABS 도어",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673846564331_0.jpg
13219,거실 확장작업을 통하여 넓은 거실을 완성하였으며 화이트톤인 도배 와 가구로 설계하였습니다!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673846523193_0.jpg
13219,주방은 화이트톤으로 넓어보이는 효과를 주었으며 키친핏 냉장고장 과 기기장을 활용하여 깔끔한 이미지를 주었습니다!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673846578103_0.jpg
13219,안방욕실은 베이지톤의 깔끔한 이미지 와 작은 공간인 만큼 거울 과 여닫이 수납장으로 설계하였습니다! 거실욕실은 그레이톤으로 설계하였으며 은경슬라이딩장으로 수납력을 늘렸습니다!!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673846573545_0.jpg
13224,# Entrance -고급스런 프리미엄 스윙 중문으로 포인트 -신발장은 화이트로 깔끔하게,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/17/1673938591157_0.jpg
13224,# Living Room - TV벽면에 와이드월플러스 트라버틴화이트로 포인트,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/17/1673938694666_0.jpg
13224,# Kitchen - 현재 키친핏 냉장고장 뒷편에 두꺼비집이 있어서 반대편 벽에서 확인할 수 있게 시공 제안하고 부엌 설계  진행 - 11자 형태의 주방 - 샌드스톤 화이트 키친판넬과 로즈그레이 색상 부엌으로 조화 구성 - 보조주방은 플랫화이트로 설계하고 반침장으로 플러스 수납까지,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/17/1673941980399_0.jpg
13224,"#Bath's -공욕욕실, 부부욕실 모두 그레이 파티션으로 공간 분리 -두 욕실 모두 타일로 구성 -은경슬라이딩 장으로 넉넉한 수납",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/17/1673938851385_0.jpg
13226,2. 안방 욕실 -  안방의 무드 연장 -  자연스러운 테라조 패턴의 한샘바스,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673847356418_0.jpg
13226,3.  입구방 -  아치 가벽신설 -  드레스룸 선반 신설,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673847371690_0.jpg
13226,4. 주방 -  대면형 쿡탑 설계 -  한샘 유로 300 레더 라떼,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673847415948_0.jpg
13230,복도를 따라 라인조명으로 분위기를 만들어주고 복도 끝에는 펜트리장을 설계하였습니다. 그리고 TV쪽 벽면은 월 플러스 활용과 목공작업을 진행하여 TV를 매립 설계 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673848103498_0.jpg
13230,복도 끝 펜트리장에서 현관쪽을 바라본 모습입니다. 복도 크기에 맞춰서 라인조명을 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673848231010_0.jpg
13230,"부엌은 기존구조에서 변경 된 모습입니다. 크기가 크진 않지만 후드 위치를 변경하여 아일랜드형 구조로 변경 설계 하였습니다(아일랜드 후드 장착). 맞은편에는 냉장고와 키큰장을 위치하였습니다. 한샘의 유로700 모델을 설계하였고, 벽면은 한샘의 키친판넬을 설계하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673848323608_0.jpg
13230,주방에서 거실을 바라본 모습입니다. 아일랜드 주방(대면형)을 통해 개방적인 부엌의 모습을 확인하실 수 있습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673848390477_0.jpg
13230,부부의 공간 안방입니다. 침대 맞은편에는 한샘의 맞춤 붙박이장 설계로 상부 서라운딩(마감재) 없이 붙박이장 도어가 바닥 부터 천장까지 올라가는 형태로 더 고급스럽고 일체감 있는 모습을 보여주고 있습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/01/16/1673848604222_0.jpg
