Seq,Title,Cost,Style,TagList,apply_space
6835,유로300 터치화이트로 효율적인 동선의 주방,1천만원대,모던,,spa_0010
6840,KB100 스칸디 클라우드로 취향에 맞는 키친 완성,1천만원대,모던,,spa_0010
6850,서울시 은평뉴타운 박석고개 힐스테이트 1단지 33평 EO700 그레이스 사하라&화이트,1천만원대,모던,,spa_0010
6870,"서울특별시 강동구 길동우성아파트 23평, 구축을 확장해 더 넓고 모던한 공간으로",2천만원대,모던,,"spa_0001,spa_0007"
6876,"서울시 강남구 압구정동 현대아파트 30평, 기본에 충실한 공간활용! ",5천만원대,모던,,spa_0001
6881,유로500 페이지 아보카도로 완성한 유니크 키친,1천만원대,모던,,spa_0010
6933,서초 반포자이아파트 35평 KB500 맨하탄 화이트,3천만원대,모던,,spa_0010
6978,분당 백현마을휴먼시아7단지 33평 ML300 루체오크,1천만원대,모던,,spa_0010
6981,분당 파크뷰 47평 EO700 그레이스 & 베일,2천만원대,모던,,spa_0010
6984,발코니 부분 확장으로 다이닝 공간 확보,1천만원대,모던,,spa_0010
6990,넓어 보이는 깔끔한 화이트 심플 인테리어,3천만원대,모던,,"spa_0001,spa_0010,spa_0007"
6992,분당 청솔마을 3단지 24평 EO300 제타화이트,1천만원 미만,모던,,spa_0010
6997,분당 봇들마을9단지 43A평 EO300 레더라떼,1천만원대,모던,,spa_0010
7000,분당 양지마을 2단지 48평 KB300 페닉스 다크그레이&화이트,2천만원대,모던,,spa_0010
7003,수원 늘푸른벽산아파트 44평 EO300 터치 블랙,1천만원대,모던,,spa_0010
7010,세류 LH수원센트럴타운3단지 33평 EO500 페이지 오프화이트,1천만원대,모던,,spa_0010
7013,김해시 삼계동 구지마을3단지푸르지오 39평형 KB100 스칸디 클라우드,3천만원대,모던,,spa_0010
7024,광주 금호동 코아루 50PY EO300 터치화이트,1천만원대,모던,,spa_0010
7039,김해시 삼계동 화정마을4단지 아이파크가야 39평 EO500 페이지 오프화이트,3천만원대,모던,,spa_0001
7042,분당 샛별마을 동성아파트 27평 SP101 플랫 화이트,1천만원 미만,모던,,spa_0010
7048,인테리어의 꽃! 주방을 확장시킨 자곡동 래미안강남힐즈 36평형,5천만원대,모던,,"spa_0001,spa_9999"
7049,김해시 관동동 팔판마을6단지푸르지오 36평 EO700 그레이스화이트,2천만원대,모던,,spa_0001
7053,김해시 외동 일동한신 30평 EO300 제타화이트,1천만원대,모던,,spa_0001
7056,"정자동아이파크2, EO700 그레이스화이트&베일다크우드로 고급스럽게",2천만원대,모던,,spa_0010
7066,서울시 용산구 원효로 40 강변삼성스위트아파트 34평 유로500 페이지 오프화이트,1천만원대,모던,,spa_0010
7068,"서울시 강남구 자곡동 래미안강남힐즈 36평, 설계를 변경하여 수납력 좋은 대형 부엌으로!",5천만원대,모던,,"spa_0001,spa_0009,spa_0010,spa_9999"
7069,광주 노대동 송화마을휴먼시아6단지 41평형 KB500 맨하탄 HG 화이트,2천만원대,모던,,spa_0010
7070,경기도 광주시 브라운스톤 45평 ML100 매트화이트,1천만원대,모던,,spa_0010
7078,수지 상현마을현대성우1차 65평 EO700 그레이스 사하라&화이트,2천만원대,모던,,spa_0010
7079,광주 광천동 이편한세상 34PY ML100 모노 캐시미어,1천만원 미만,모던,,spa_0010
7099,광주 치평동 금호쌍용 60PY EO300 터치 화이트,1천만원대,모던,,spa_0010
7100,광주 양동 휴먼시아 33PY EO500 리갈실버펄,1천만원 미만,모던,,spa_0010
7103,"청암천년명가자이, EO700 베일 라이트우드&블랙으로 감각있게",2천만원대,모던,,spa_0010
7106,"송천동 한라비발디2단지, 키친바흐 햅틱&페닉스화이트로 더욱 고급스러운 키친",3천만원대,모던,,spa_0010
7122,서울시 마포쌍용황금아파트 34평 EO500 페이지 오프화이트,1천만원대,모던,,spa_0007
7130,판교 봇들마을 9단지 38평 EO500 페이지 오프 화이트,1천만원대,모던,,spa_0010
7153,상부 플랩장과 맞춤 가구로 더 넓고 모던해진 주방,2천만원대,모던,,spa_0008
7165,서울시 마포구 도화현대홈타운 42평 EO300 레더라떼&모카,2천만원대,모던,,spa_0010
718,햇살 가득한 화이트 내추럴 인테리어,4천만원대,내추럴,"월플러스,ㄷ자부엌,강마루,스타일워시오크",spa_0001
7236,광양 중동 이편한세상 36평형 KB300 페닉스 토프베이지,2천만원대,모던,,spa_0010
7242,수원 영통구 망포동 벽산이빌리지 32평 SP101 플랫화이트,1천만원 미만,모던,,spa_0010
7243,서울시 신공덕삼성래미안 2차 24평 EO300 터치 블랙&화이트,1천만원대,모던,,spa_0001
7250,서울시 염리삼성래미안 33평 KB100 리베라오크,3천만원대,모던,,spa_0010
7251,분당 파크타운 대림 32평 ML300 루체화이트,1천만원대,모던,,spa_0010
7261,경기도 수원시 광교레이크파크한양수자인 33평 ML100 매트화이트,1천만원대,모던,,spa_0010
7265,레트로한 미드센츄리 키친이 포인트,5천만원대,모던,,spa_0010
7284,대구 매호 효성백년가약 34평 유로500 페이지 오프화이트 ,1천만원대,모던,,spa_0010
7300,따듯한 우드 & 옐로우로 포인트를 준 내추럴 하우스,2천만원대,모던,,"spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
7321,"아늑하고 따스한 내추럴 인테리어, 상계 노원 우성아파트 31평형",5천만원대,모던,,"spa_0001,spa_0010,spa_0007"
7325,서울 신공덕 레미안2차 32평 EO300 제타 화이트,2천만원대,모던,,spa_0010
7331,내추럴하고 감각적인 인테리어,5천만원대,모던,,"spa_0001,spa_0009,spa_0010,spa_0007"
7356,화이트오크 디자인으로 편안하고 아늑한 집,5천만원대,모던,,spa_0001
7379,울산 약사아이파크 28PY EO300 제타 화이트 ,2천만원대,모던,,spa_0010
7392,서울 가락송파 헬리오시티 32J타입 KB100 스칸디 클라우드,5천만원대,모던,,spa_0010
7451,40평형 모던블랙&화이트 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
7453,E0200 루체오크로 완성한 따듯한 주방,1천만원대,모던,",ㄱ자수전,HS470,사각싱크볼,30T상판,크리스탈상판,리버베이지,아일랜드후드,한샘필로스후드,화이트후드,3구인덕션","spa_0010,spa_0003,spa_0007,spa_9999"
7456,센텀e편한세상 29평형 3D설계,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
7465,EO700 그레이스화이트 글래스도어로 완성한 비스포크 키친,3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011"
7476,KB100 스칸디 클라우드로 완성한 미드센추리 키친,4천만원대,모던,",마리스,프랑케 마리스 후드,화이트 후드,디자인 후드,삼성 비스포크 인덕션,화이트 인덕션,인덕션 3구,삼성 인덕션,매트화이트,한샘 붙박이,바흐브라운,안방욕실,선반욕실,욕조,제시,옥시젠,제시 옥시젠,수입수전,한샘싱크볼,사각싱크볼,CSQ816,파우더장,한샘 조명 거울,조명거울,건식욕실,한샘 드레스룸,화이트 드레스룸,드레스룸,한샘 신발장,매트화이트,찬넬도어,화이트 신발장,한샘바스,반다리세면대,행잉세면대,휴판넬,휴플로어,거실욕실,홈바,키큰장,빌트인오블,화이트&amp;우드","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011"
7477,"태평SK뷰, 고급스러운 키친바흐800 미스티그레이&바흐100 런던그레이 주방",5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011"
7490,한층 더 넓어보이는 화이트 톤의 확장형 32평 아파트!!,5천만원대,모던,",#게이트,#붙박이장,#한샘붙박이장,#매트화이트,#간접조명,#매립조명,#중문 #한샘 중문,#중문,#한샘중문,#여닫이중문,#팬트리,#한샘유로팬트리,#한샘매트화이트,#한샘샤시,#매립조명,#간접조명,#한샘장판,#실크벽지,#거실확장,게이트,붙박이장,한샘붙박이장,매트화이트,간접조명,매립조명,중문,한샘중문,여닫이중문,팬트리,한샘유로팬트리,한샘매트화이트,한샘샤시,매립조명,간접조명,한샘장판,실크벽지,거실확장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
7505,EO500 페이지 오프화이트로 모던하고 깔끔한 주방 완성,4천만원대,모던,",거실욕실,한샘욕실,한샘바스,휴플로어,휴판넬,샌드스톤베이지,밀레 올인원 인덕션 쿡탑,밀레 쿡탑,올인원 쿡탑,후드 쿡탑,후드 없음,수입 쿡탑,최신 기기,제시,제시 프로톤,수입수전,제시,제시 프로톤,수입수전,ㄱ자 수전,직각수전,한샘싱크볼,한샘 레이어드 클린 싱크볼,대형 싱크볼,페블욕실,테라조욕실,한샘바스,휴플로어,휴판넬,안방욕실","spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011"
7566,서울시 성동구 옥수동극동아파트 51평 EO200 콘크리트,3천만원대,모던,,"spa_0009,spa_0010,spa_0007,spa_9999"
7658,수납력 200%의 화이트 모던 심플 인테리어,4천만원대,모던,",한샘거실장,한샘티비장,빌트인수납,한샘현관,한샘현관장,한샘신발장,한샘중문,현관인테리어,3연동중문,초슬림중문,한샘현관,현관인테리어,한샘중문,3연동중문,초슬림중문","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
7665,블랙&화이트 조합의 시크한 36평 아파트 인테리어,4천만원대,모던,,"spa_0001,spa_0009,spa_0010,spa_0003"
7673,서울시 마포구 마포대우월드마크 KB800 앰버브라운,4천만원대,모던,"밀레올인원인덕션쿡탑,사각싱크볼,CGD84E,파포니브라이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_9999"
7705,EO200 모노캐시미어로 더욱 화사한 주방,1천만원대,모던,"심플,미니멀,오프화이트,모노 캐시미어,화이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_9999"
7711,KB500 매트화이트로 꾸민 모던클래식 키친,2천만원대,모던,"한샘 인덕션 3구,프랑케 마리스 후드,CGD84E 한샘,CGD84E 한샘 사각볼,파포니 BRIGHT 입수전 크롬","spa_0001,spa_0010,spa_0003,spa_0007"
7816,심플하게 모던한 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0006,spa_0010,spa_0007,spa_0011"
7831,타일로 시공한 아트월로 고급스럽게,5천만원대,모던,"아트월,그레이타일,한샘폴딩도어,에어컨등박드,이노실링,시스템에어컨,터닝도어,펜던트조명,아치형게이트,한샘붙박이장,매트화이트,빌트인파우더장,에어드레서장,아일랜드서랍장,액세서리서랍장,한샘바흐,한샘키친,그레이주방,밀란100플랫그레이,밀란100플랫화이트,ㄷ자주방,주방무지주선반,침니후드,키큰장,냉장고장,거위목수전,카페장,펜던트조명,아치형게이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_0004"
7832,신혼 부부를 위한 20평 대 화이트 & 파스텔 인테리어,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999"
7838,"서울 강동구 상일동 고덕숲아이파크 34평, 공간의 역할을 제대로 살린 똑부러지는 리모델링",3천만원대,모던,"3연동중문,한샘현관장,아일랜드식탁,디자인조명,빌트인후드,월플러스,실링팬,우물천장,간접조명,중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
7839,따뜻함이 묻어나는 인테리어,3천만원대,모던,"3연동중문,팬트리,강마루,매트화이트붙박이장,붙박이장,월플러스,포세린타일,휴플로어,한샘바스,휴판넬","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0002,spa_0007,spa_0011,spa_9999"
7840,남양주 별내 우미린 33평 인테리어,5천만원대,모던,"ㄱ자 부엌,우드 현관장, 현관 벤치장,우드, 아트월","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
7841,라인조명과 9mm 문선으로 깔끔한 화이트 모던 인테리어,4천만원대,모던,"9mm문선,화이트벽지,강마루,LED조명,라인조명,매입등,간접등,화이트벽지,강마루,샤워부스,타일욕실,그레이타일,욕실선반,거울수납장,욕조,LED거울,블랙수납장,타일욕실,블랙타일","spa_0001,spa_0009,spa_0007,spa_9999"
7842,아치형 가벽으로 똑똑한 공간 분리,3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7844,"넓은 공간을 더 넓고 환하게, 화이트 & 마블 포인트 40평 대 럭셔리 인테리어",5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
7845,옐로 포인트! 트랜디한 감성의 신혼집 인테리어,5천만원대,모던,"그레이 현관장, 간접조명,그레이, 주방 팬트리,실링팬,실링팬인테리어,신혼집거실,옐로우, 거실 확장형","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7848,고양시 덕양구 SK뷰 아파트 38평 EO300 제타 화이트,1천만원대,모던,,"spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7849,수영구 망미동 SK 뷰 1단지 35평 인테리어 제안,5천만원대,모던,"라운드소파,샹드리에,다운라이트,인테리어필름,슬림걸레받이,사각씽크볼,엔지니어드스톤,키친바흐,터닝도어,키큰장,모자이크타일,휴플로어,베이지,브론즈거울도어,매트화이트,인테리어필름","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
7850,따뜻한 베이지톤의 모던 내추럴 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7862,모던하고 깔끔한 20평 대 리모델링,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7863,화사하고 깔끔한 리모델링 완성,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
7868,심플함과 미니멀함을 한껏 살린 리모델링,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
7914,웜 베이지 톤의 아기자기한 신혼집,4천만원대,모던,"라인조명,모아소파,모듈소파,소파테이블,사이드테이블,밀란블랑,밀란304,강마루,무드화이트,대면형주방,아일랜드,키친판넬,도노어반식탁,세라믹식탁,디아고의자,냉장고장,빌트인플러스,빌트인침대장,터치크림,붙박이장,프레임우드,내추럴바스,휴판넬,휴플로어,한샘도기,LED거울,샤워파티션,젠다이,프리미엄중문,여닫이중문,플랫화이트,플루트유리,행잉형현관장,포세린타일","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7932,취향을 담은 포인트가 있는 인테리어,4천만원대,모던,,"spa_0001,spa_0009,spa_0006,spa_0007,spa_0004,spa_0011,spa_9999"
7933,매트그레이와 웜베이지로 차분해진 공간,5천만원대,모던,"그레이현관장,현관간접조명,심플현관장,행잉형현관장,페일그레이현관,미니멀욕실,미니멀그레이욕실,모던그레이욕실,발코니꿀팁,발코니공간분리,발코니타일,발코니타일추천,어두운발코니타일,붙박이장철거,붙박이장없는방,실용적인주방,그레이키큰장,주방수납넉넉,온화한느낌,온화한욕실,내추럴욕실,때안타는,물때방지,욕실젠다이시공,젠다이활용,침실슬림조명,안방슬림조명,화이트안방,화이트침실,넓어보이는침실,페일그레이주방,페일그레이ㄱ자키친,그레이ㄱ자주방,한샘강마루,스크래치에강한장판,거실넓어보이게하기,화이트침실,깔끔한침실,깔끔한방도배","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
7934,부분공사 진행으로 모던 인테리어 완성,4천만원대,모던,"매트그레이현관장,그레이현관장,차분한느낌,모노캐시미어,모노캐시미어주방,ㄷ자모노캐시미어,특이한주방구조,특이한주방,특이한ㄷ자주방,한샘헤링본마루,헤링본마루,사선마루,뻔하지않은마루,넓어보이는거실만들기","spa_0001,spa_0010,spa_0011,spa_9999"
7937,심플하고 아늑한 웜베이지 신혼집,4천만원대,모던,"간단한샤워,물때방지,오크선반욕실,깔끔한현관장,화이트현관장,현관거울,깨끗한현관,깔끔한현관,밝은거실,채광좋은거실,거실간접조명,신혼부부주방,ㅡ자화이트주방,일자주방수납,웜베이지바닥,신혼부부침실바닥추천,웜베이지침실,온화한느낌침실,작은방활용,작은방멀티방만들기,작은방드레스룸만들기,졸리컷젠다이,온화한무드,온화한욕실","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7940,심플함을 살린 구서동 롯데캐슬 24평형 전체 리모델링,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
7947,다양한 취미생활을 위한 구축의 변신,5천만원대,모던,"거실폴딩도어,빌트인플러스거실장,곰팡이방지,물때방지,미끄럼방지욕실,동선편한주방,주방동선꿀팁,ㅡ자주방정석,화이트ㅡ주방,ㅡ주방수납꿀팁,러블리모던욕실,발코니화이트선반,발코니잡화수납,빌트인플러스수납장,빌트인플러스티비장,빌트인플러스거실장,빌트인거실장,일체형파우더장,심플붙박이장,파우더룸공간활용,디밍조명,아늑한침실,자전거수납장,자전거수납,자전거취미,좁은방서재로만들기,좁은방멀티룸으로사용,차분한욕실,답답한욕실탈피,화이트중문,여닫이중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
7948,소프트하고 심플한 신혼집,4천만원대,모던,"강마루,한샘아트월,월플러스,모카크림,우물천장,슬림LED거실등,다운라이트,그레이타일,3연동중문,행잉장조명,행잉형현관장,불투명유리,졸리컷시공,모노톤욕실인테리어,포세린타일,욕조,젠다이,코너선반,은경슬라이딩장,매립형휴지걸이,페일그레이타일,무몰딩주방,화이트글로시주방,한샘키친,유로화이트,ㅡ자주방,냉장고장,하부장,LED주방등,펜던트조명","spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999"
7949,레트로 빈티지 무드로 확 달라진 공간,5천만원대,모던,"내추럴욕실,우드욕실,자연친화적욕실,매립TV박스,한샘강마루,고급강마루,멀티룸,취미공간,피규어장,모션베드,한샘모션베드,커스텀모션베드,모던베드,스마트침실,바흐드레스룸,모던드레스룸의정석,바흐오픈형헹거,세라믹타일주방,빈티지주방,빈티지포인트타일,유로팬트리,유로팬트리장,발코니팬트리,트라버틴패던,모던욕실,브라운샤워파티션,관리하기쉬운,곰팡이방지,한샘현관장,홈카페,홈카페느낌,빈티지현관,색다른현관,레트로현관","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
7950,"포쉐린 타일&매립 수전 시공, 광진구 더샵스타시티 대형욕실 욕실 부분 공사",1천만원대,모던,,"spa_0007,spa_9999"
7952,부산 대우마리나 3차 23평 인테리어 리모델링,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7953,깔끔한 웜화이트! 아일랜드 설치로 활용도 높은 집,5천만원대,모던,"거실,비스포크냉장고,한샘주방,거실,비스포크냉장고,한샘주방,시스템에어컨,매립등,거실아트월,타일아트월,포셰린타일,무메지시공,거실욕실,거실욕실,대형젠다이,플랩상부장,간접조명,포셰린타일,거실욕실,포셰린타일,공중부양 양변기,샤워부스,대형젠다이,공기청정기,타일아트월,팬던트,깔끔샤워부스,포셰린타일욕실,미끄럼방지,물때방지,대형젠다이,조명거울,대형젠다이,플랩상부장,매트그레이,한샘필름,바흐브라운 목대,금고장,비포,빌트인플러스 화이트,빌트인플러스,한샘인기수납장,빌트인플러스화이트,1단장식장,슬림파우더장,삼성 에어드레서,바흐 드레스룸 (시스템장),샤워부스 내부,해바라기 샤워수전,세탁실,워시타워,슬라이딩도어,안에 보조주방,안방욕실,타일젠다이,조명거울,애프터,제시입수전,도요우라싱크볼,주방슬라이딩도어,주방중문,타일아트월,거실팬던트조명,거실간접조명,포근한거실,타일아트월,깔끔아트월,타일젠다이,조명거울,조명거울필수,프랑케마리스후드,프랑케마리스후드,포셰린타일,프리미엄스윙,프리미엄스윙,매트화이트,행잉신발장,프리미엄스윙중문,유로중문,매트화이트현관장,매트화이트,행잉신발장,한샘 리프트업 키큰장,한샘 리프트업 키큰장,주방수납늘리기,한샘 빌트인플러스 화이트,1단장식장,슬림파우더장,간접조명,한샘 빌트인플러스 화이트,골프백,손님옷수납,한샘슬라이딩붙박이장,터치크림,아치틀,한샘주방,비스포크키친핏,프랑케마리스후드","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
7956,햇살 가득한 신혼집과 조화를 이루는 우드 실링팬,4천만원대,내추럴,"루체오크,11자주방,우드주방,아일랜드,키친판넬,사각싱크볼,인덕션,실링팬,아치게이트,포세린타일,행잉형현관장,디딤석,우물천장,실링팬,매입등,공기순환,강마루,터닝도어,광폭마루,포세린타일,졸리컷,내추럴상부장,LED거울,젠다이,한샘도기,abs도어,화이트도어,매입등","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7958,"부산 구포동 현대아파트 30평, 신혼부부를 위한 심플&미니멀 하우스",4천만원대,모던,"거실실링팬,생활환기,거실공기순환,밀란키친,플랫화이트주방,한샘플랫화이트,슬림3연동중문,먼지차단,외풍차단,심플욕실,심플화이트욕실,간단욕실시공,안방붙박이장,심플붙박이장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011"
7960,신혼부부를 위한 심플&미니멀한 30평대 리모델링,3천만원대,모던,"미가루버,템바보드,등박스,간접조명,실링펜,에어컨,장판,상부장,양변기,화이트타일,그레이타일,아쿠아유리,화이트 ,간접조명,모루유리,행잉신발장,화이트,비스포크,사각싱크볼,간접조명,화이트,심플,미니멀,붙박이,화이트,한샘,가스레인지,비스포크,비스포크냉장고,빌트인,화이트타일,그레이타일,사각세면대","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011"
7962,베이지톤의 포근함이 있는 집,4천만원대,모던,"모노캐시미어,한샘인기키친,이상적인주방,베이지톤거실,따뜻한거실,포근한거실,붙박이장도어필름,모던화이트파우더장,아치형선반,센스있는선반,유로현관장,유로300,유로터치크림,따뜻한현관,거울현관장,중후한안방욕실,차분한안방욕실,고급스러운욕실,친환경페인트시공,아이방도배,핑크색벽지시공,현관간접조명,복도간접조명,현관포인트조명,휴플로어,미끄럼방지,안전한욕실,모던화이트욕실,모던욕실","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7963,유행을 따르기보다 내 취향대로! 미니멀 / 화이트 디자인으로 변신한 우리집,4천만원대,모던,"낮은신발장,행잉 신발장,프리미엄 스윙,샤워부스,유로클래식,유로클래식,한샘강마루,주방 비포,파티션,프리미엄슬라이딩,한샘바스,행잉신발장,프리미엄스윙 중문,유리 파티션","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
7964,헌집줄게 새집다오~ 깔끔한 화이트하우스로 다시 태어난 채광좋은 3BAY아파트,4천만원대,모던,"프리미엄스윙,화이트필름,한샘도배지,한샘 빌트인수납,ㄱ자 신발장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
7965,부산 화명코오롱하늘채2차 25평 인테리어 리모델링,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7967,청량하고 깔끔해진 우리집,4천만원대,모던,"빈 공간에는 식기세척기가 들어갈거예요~,빈공간식기세척기,식기세척기자리,빌트인장식장,마스크걸이,차키보관,빌트인장식장,외출할 때 필요한 열쇠 / 마스크 수납,예쁜 한샘 사각볼,도요우라 싱크볼,포인트 입수전,슬림 하부조명,예쁜한샘사각볼,도요우라싱크볼,포인 입수전,슬림하부조명,주방 비포,부족한 조리대,식기세척기는 어디에..?,주방타일은 포셰린타일로 따뜻한 느낌을 주었어요,테라조타일,딥그린 컬러의 도어,현관 장식장,테라조타일,딥그린도어,현관장식장,포셰린타일,욕조형 욕실,젠다이 신규시공,포셰린타일,욕조형욕실,현관 기존모습,지저분한 벽타일,철거예정,화이트ㄷ자주방,편리한동선,편리한주방","spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
7968,오래된 구축아파트가 모던한 보금자리로 변신,4천만원대,모던,"2미터는 길어진 주방!,이 뒷편에 냉장고장은 이따 보여드릴게요 :-),공간을 효율적으로 사용하는,초슬림 3연동 중문,신발이 보이지 않도록 아래를 막았답니다,냉장고는 맞은편에,키큰장,작은 조리대도 함께~,당일시공바스,한샘바스,미끄럼방지욕실,도요우라 사각볼,아메리칸스탠다드 입수전,오큐 음식물처리기 설치한 건 안비밀 :-),따뜻한방,따뜻한자녀방,대학생방,마루 컬러는?,한샘 연그레이 강마루,매트그레이,매트화이트,한샘키친,유로100,유로키친,매트그레이와 매트화이트,주방베란다에도 수납장이 있답니다,주방베란다는 3연동 중문으로!,일체형파우더장,깔끔한붙박이장,입구방드레스룸만들기,드레스룸만들기,모던드레스룸,주방베란다수납,베란다키큰장,주방수납꿀팁,주방베란다에 숨어있는,으마으마한 수납공간,주방중문,주방발코니중문,주방베란다3연동중문,초슬림중문,3연동중문,외풍차단,먼지차단,소음차단,평면도 비포&amp;애프터,한샘 빌트인 특수장,빌트인 벤치장,한샘강마루,넓어보이는마루시공,연그레이강마루,현관 벤치장,허리가 불편하신 고객님을 위해!,맞은편에는 신발장으로 꽉 채우기~!,현관벤치장,신발신기편한,현관장활용","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
7971,부산 화명코오롱하늘채2차 35평 인테리어 리모델링,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7972,부산 북구 화명롯데낙천대 24평 심플&미니멀 인테리어,3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
7979,부산 금정구 부곡대우아파트 48py 인테리어 리모델링,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
7981,넓어보이는 웜그레이 신혼집으로 놀러오세요,5천만원대,모던,"30평대주방인테리어,신혼부부키친,화이트심플키친,넓어보이는거실,포근한느낌,가을분위기거실,넓어보이는현관,내추럴화이트현관,내추럴현관,매트화이트현관장,한샘매트화이트,한샘현관장,베이지욕실,미끄러지지않는,곰팡이에강한,부부의서재,재택근무하기좋은,업무가잘되는,실용적욕실,젠다이활용,뽀송한욕실,심플다이닝,2인가구다이닝,오픈형드레스룸,신혼부부옷장,화이트드레스룸,유로602,유로침대,안전한침대,포근한거실,신혼부부거실,넓어보이는거실,한샘강마루,밀란강마루,스크래치에강한,홈카페,발코니카페,발코니활용하기,발코니취미공간,발코니인테리어팁","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
7984,부산 금정구 부곡대우아파트 32py 인테리어 리모델링,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
